customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-05044,Male,1,No,No,35,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,No,Electronic check,38.29,1390.82,No
CUST-05045,Female,0,No,No,21,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,One year,No,Credit card (automatic),70.85,1503.24,No
CUST-05046,Female,0,Yes,No,41,Yes,No,DSL,No,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),30.06,1240.46,No
CUST-05047,Female,0,No,No,10,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,92.27,898.98,Yes
CUST-05048,Male,0,No,No,10,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),103.52,1017.28,Yes
CUST-05049,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.05,2439.06,Yes
CUST-05050,Female,0,Yes,No,10,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,79.34,750.95,Yes
CUST-05051,Male,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,84.05,1597.6,Yes
CUST-05052,Female,1,Yes,No,28,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,30.98,827.96,No
CUST-05053,Female,0,Yes,No,16,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,53.25,774.29,Yes
CUST-05054,Female,1,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),57.55,120.45,Yes
CUST-05055,Male,1,Yes,Yes,29,Yes,Yes,No,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),79.02,2328.6,Yes
CUST-05056,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,39.88,425.42,No
CUST-05057,Female,1,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,107.72,3088.47,Yes
CUST-05058,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,77.96,2357.67,Yes
CUST-05059,Female,0,No,No,47,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),56.16,2646.12,No
CUST-05060,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,55.24,528.1,Yes
CUST-05061,Male,1,No,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),41.18,2611.96,No
CUST-05062,Male,0,Yes,No,35,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),31.97,1101.23,No
CUST-05063,Female,0,Yes,No,31,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.72,1624.2,Yes
CUST-05064,Female,1,No,No,21,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,107.86,2322.91,Yes
CUST-05065,Female,0,Yes,No,44,Yes,No,DSL,No,No internet service,No,Yes,Yes,No,One year,No,Credit card (automatic),48.21,2181.6,No
CUST-05066,Female,0,Yes,Yes,17,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.88,1478.29,Yes
CUST-05067,Male,0,Yes,No,3,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.94,93.51,Yes
CUST-05068,Female,0,No,No,14,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.36,1428.6,Yes
CUST-05069,Male,0,Yes,Yes,36,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),63.33,2328.46,No
CUST-05070,Female,0,Yes,No,27,Yes,Yes,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),87.7,2414.71,Yes
CUST-05071,Female,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),62.04,2977.85,No
CUST-05072,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,56.68,1359.55,No
CUST-05073,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),49.61,1717.05,Yes
CUST-05074,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,72.92,996.81,Yes
CUST-05075,Male,1,No,No,51,Yes,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),29.83,1503.83,No
CUST-05076,Male,0,Yes,No,3,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),76.64,166.49,Yes
CUST-05077,Male,0,Yes,No,59,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,30.08,1768.42,No
CUST-05078,Female,0,Yes,No,25,No,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,98.72,2437.65,Yes
CUST-05079,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.06,71.98,Yes
CUST-05080,Female,0,No,No,34,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.08,1938.06,Yes
CUST-05081,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,107.28,2863.89,Yes
CUST-05082,Male,0,No,Yes,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,106.72,3285.13,Yes
CUST-05083,Male,0,No,No,44,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No,Two year,No,Electronic check,26.02,1223.92,No
CUST-05084,Male,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,81.94,2461.22,Yes
CUST-05085,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,52.35,1035.64,Yes
CUST-05086,Female,0,Yes,No,21,Yes,No,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),102.21,2172.51,Yes
CUST-05087,Female,0,No,Yes,19,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,One year,No,Credit card (automatic),53.7,901.19,No
CUST-05088,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.11,1481.92,Yes
CUST-05089,Female,0,Yes,No,32,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No,One year,Yes,Electronic check,54.21,1782.63,No
CUST-05090,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.47,797.56,Yes
CUST-05091,Male,0,Yes,No,26,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.97,1391.85,Yes
CUST-05092,Female,0,No,Yes,16,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),95.59,1532.14,Yes
CUST-05093,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,38.3,1310.27,No
CUST-05094,Female,1,No,No,24,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),52.18,1251.13,Yes
CUST-05095,Male,0,No,Yes,26,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.24,1883.2,No
CUST-05096,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,69.65,1347.99,Yes
CUST-05097,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Mailed check,69.01,4604.16,No
CUST-05098,Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),107.85,2491.09,Yes
CUST-05099,Male,0,No,Yes,29,Yes,Yes,No,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,57.33,1680.32,Yes
CUST-05100,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.53,3373.05,Yes
CUST-05101,Female,0,Yes,Yes,19,Yes,No,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.0,1694.48,Yes
CUST-05102,Male,1,Yes,No,49,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),31.34,1500.44,No
CUST-05103,Male,0,No,No,15,No,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,48.33,662.09,No
CUST-05104,Female,0,Yes,No,27,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),103.51,2816.86,Yes
CUST-05105,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),56.71,1774.2,Yes
CUST-05106,Male,0,Yes,Yes,21,Yes,No,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.74,1192.97,Yes
CUST-05107,Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,71.57,2476.69,No
CUST-05108,Male,0,No,No,7,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,435.25,Yes
CUST-05109,Female,0,Yes,No,58,No,No,No,No internet service,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),77.7,4453.57,No
CUST-05110,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,No,Credit card (automatic),50.38,2096.31,No
CUST-05111,Female,0,No,No,57,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,25.0,1421.23,No
CUST-05112,Female,0,No,No,47,No,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),43.57,2066.77,No
CUST-05113,Male,0,No,Yes,55,Yes,Yes,No,No,No,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),53.24,2930.08,No
CUST-05114,Female,1,No,No,59,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),68.07,3890.84,No
CUST-05115,Female,0,No,No,13,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,69.77,903.66,Yes
CUST-05116,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,One year,Yes,Mailed check,31.59,644.26,No
CUST-05117,Male,0,No,No,18,Yes,Yes,No,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),109.57,1991.74,Yes
CUST-05118,Female,0,Yes,No,23,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,108.68,2556.74,Yes
CUST-05119,Female,0,No,Yes,25,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,One year,No,Mailed check,52.78,1344.25,No
CUST-05120,Female,0,No,No,34,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,69.39,2325.92,Yes
CUST-05121,Female,0,No,Yes,34,Yes,Yes,No,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),49.26,1757.09,Yes
CUST-05122,Female,0,No,No,65,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,46.27,3009.83,No
CUST-05123,Male,0,Yes,No,17,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.57,1909.69,Yes
CUST-05124,Male,0,No,No,28,Yes,Yes,No,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),49.42,1427.83,Yes
CUST-05125,Male,0,No,Yes,64,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),45.41,2856.33,No
CUST-05126,Female,0,No,No,19,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),77.96,1534.32,No
CUST-05127,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),51.65,611.5,Yes
CUST-05128,Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.31,657.84,Yes
CUST-05129,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,104.17,3415.34,Yes
CUST-05130,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Electronic check,50.82,2276.68,No
CUST-05131,Male,0,Yes,No,12,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,43.76,574.82,No
CUST-05132,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.02,2358.17,Yes
CUST-05133,Female,0,Yes,No,4,No,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Mailed check,94.19,407.07,Yes
CUST-05134,Female,0,Yes,Yes,12,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.97,834.84,Yes
CUST-05135,Male,0,Yes,Yes,47,Yes,No,No,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),69.48,3238.2,No
CUST-05136,Male,0,Yes,Yes,28,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Month-to-month,No,Mailed check,86.12,2433.0,Yes
CUST-05137,Male,0,No,Yes,25,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),37.53,977.74,No
CUST-05138,Female,0,Yes,Yes,20,No,No,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,46.21,950.15,Yes
CUST-05139,Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,81.4,3574.81,No
CUST-05140,Female,1,No,No,49,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),51.35,2458.88,No
CUST-05141,Female,1,No,No,42,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,52.17,2175.74,No
CUST-05142,Male,0,No,No,31,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),94.6,2951.29,Yes
CUST-05143,Male,0,No,No,17,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),70.33,1303.36,No
CUST-05144,Female,0,No,Yes,50,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,68.21,3361.67,No
CUST-05145,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,47.89,281.56,Yes
CUST-05146,Male,0,No,No,60,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,51.19,3063.2,No
CUST-05147,Female,0,No,Yes,48,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),50.21,2298.04,No
CUST-05148,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),59.44,2288.46,No
CUST-05149,Female,0,No,No,45,No,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),70.6,3117.1,No
CUST-05150,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.49,1733.21,Yes
CUST-05151,Female,1,No,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.26,1537.9,Yes
CUST-05152,Male,0,Yes,No,21,No,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),59.49,1282.12,Yes
CUST-05153,Female,1,No,No,60,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),29.46,1776.14,No
CUST-05154,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,81.09,4152.18,No
CUST-05155,Female,0,Yes,Yes,32,Yes,No,DSL,No,No,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),46.68,1564.28,No
CUST-05156,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),48.88,839.69,Yes
CUST-05157,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,57.82,1585.3,Yes
CUST-05158,Female,0,No,No,34,Yes,No phone service,DSL,No,No,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),62.59,2012.08,No
CUST-05159,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.89,1267.57,Yes
CUST-05160,Female,1,No,No,27,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,78.88,2101.36,Yes
CUST-05161,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),56.88,3205.61,No
CUST-05162,Female,0,Yes,No,1,No,Yes,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,46.37,106.47,Yes
CUST-05163,Female,0,Yes,Yes,19,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.55,1652.37,Yes
CUST-05164,Male,0,No,Yes,1,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,107.52,82.36,Yes
CUST-05165,Female,0,No,No,17,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.97,1485.99,Yes
CUST-05166,Male,1,No,No,51,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),47.88,2421.71,No
CUST-05167,Male,0,Yes,No,22,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),81.79,1909.62,Yes
CUST-05168,Male,0,No,No,15,No,No phone service,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),99.82,1465.98,Yes
CUST-05169,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),53.07,1658.58,No
CUST-05170,Female,0,No,Yes,27,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),48.33,1333.18,No
CUST-05171,Male,0,No,No,32,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),52.81,1641.83,Yes
CUST-05172,Female,1,Yes,Yes,58,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),56.67,3314.72,No
CUST-05173,Male,0,Yes,No,1,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),66.47,80.93,Yes
CUST-05174,Male,0,No,No,33,Yes,No,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,91.75,2990.58,Yes
CUST-05175,Male,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,103.67,708.49,Yes
CUST-05176,Male,0,Yes,No,62,No,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),63.51,3895.37,No
CUST-05177,Female,0,No,No,48,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,68.22,3325.05,No
CUST-05178,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,105.51,1680.73,Yes
CUST-05179,Female,1,No,No,18,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.31,1416.89,Yes
CUST-05180,Male,1,Yes,No,71,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,66.88,4789.17,No
CUST-05181,Male,0,No,No,2,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,102.88,239.53,Yes
CUST-05182,Male,0,No,No,57,No,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,24.68,1418.28,No
CUST-05183,Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,77.89,363.78,Yes
CUST-05184,Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,No,Mailed check,29.53,1734.27,No
CUST-05185,Female,0,Yes,Yes,37,No,No,DSL,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,49.63,1791.5,No
CUST-05186,Male,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),36.02,2240.49,No
CUST-05187,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Electronic check,57.95,1041.38,No
CUST-05188,Male,0,Yes,Yes,35,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,76.48,2748.55,Yes
CUST-05189,Male,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),44.59,2439.28,No
CUST-05190,Female,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),92.04,1736.26,Yes
CUST-05191,Male,0,Yes,No,27,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,61.23,1592.44,Yes
CUST-05192,Male,1,No,No,43,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),71.51,3063.19,No
CUST-05193,Male,0,No,No,53,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,46.36,2441.47,No
CUST-05194,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,No,Mailed check,49.98,2732.92,No
CUST-05195,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,66.57,1122.02,Yes
CUST-05196,Female,0,No,No,28,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Electronic check,59.04,1629.97,No
CUST-05197,Male,0,No,No,31,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),30.3,988.96,No
CUST-05198,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),87.16,1651.86,Yes
CUST-05199,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,95.14,756.26,Yes
CUST-05200,Male,0,No,No,10,Yes,Yes,No,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,71.37,646.75,Yes
CUST-05201,Male,0,No,No,5,No,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,106.89,597.17,Yes
CUST-05202,Female,0,No,No,40,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,25.34,1090.42,No
CUST-05203,Male,0,No,Yes,34,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,One year,No,Mailed check,68.5,2266.49,No
CUST-05204,Female,0,Yes,Yes,49,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,41.57,2117.49,No
CUST-05205,Female,0,Yes,Yes,53,Yes,No phone service,No,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),43.44,2230.13,No
CUST-05206,Male,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,60.22,533.55,Yes
CUST-05207,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),34.25,1399.17,No
CUST-05208,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,59.6,1653.83,Yes
CUST-05209,Female,0,No,No,45,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No,Two year,Yes,Electronic check,46.4,2142.55,No
CUST-05210,Female,0,Yes,Yes,33,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,90.31,3017.45,Yes
CUST-05211,Female,0,No,Yes,41,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,No,Two year,No,Electronic check,47.39,1857.95,No
CUST-05212,Female,1,No,No,30,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,92.7,2854.72,Yes
CUST-05213,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),96.92,956.0,Yes
CUST-05214,Male,0,No,No,33,Yes,No,DSL,No,No internet service,No,Yes,Yes,No,One year,Yes,Mailed check,48.55,1635.98,No
CUST-05215,Female,0,No,Yes,14,No,No,No,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,83.86,1156.52,Yes
CUST-05216,Male,1,No,No,46,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),63.2,2918.16,No
